tournament=1, best_loss=10.86, avg_loss=12.80, champion_idx=52, best_win_streak=1.0, record_holder_idx=0, env_step_runtime=1.97 seconds
tournament=399, best_loss=11.92, avg_loss=13.83, champion_idx=31, best_win_streak=209.0, record_holder_idx=5, env_step_runtime=1.96 seconds
tournament=400, best_loss=10.80, avg_loss=13.29, champion_idx=33, best_win_streak=209.0, record_holder_idx=32, env_step_runtime=1.89 seconds
tournament=401, best_loss=11.64, avg_loss=13.58, champion_idx=127, best_win_streak=210.0, record_holder_idx=51, env_step_runtime=1.84 seconds
tournament=402, best_loss=11.26, avg_loss=12.99, champion_idx=26, best_win_streak=209.0, record_holder_idx=21, env_step_runtime=1.84 seconds
tournament=403, best_loss=11.32, avg_loss=13.39, champion_idx=123, best_win_streak=210.0, record_holder_idx=82, env_step_runtime=1.77 seconds
tournament=404, best_loss=11.40, avg_loss=12.96, champion_idx=85, best_win_streak=209.0, record_holder_idx=3, env_step_runtime=1.97 seconds
tournament=405, best_loss=12.05, avg_loss=13.78, champion_idx=96, best_win_streak=210.0, record_holder_idx=3, env_step_runtime=1.79 seconds
tournament=406, best_loss=11.61, avg_loss=13.70, champion_idx=120, best_win_streak=210.0, record_holder_idx=97, env_step_runtime=1.81 seconds
tournament=407, best_loss=11.51, avg_loss=13.43, champion_idx=126, best_win_streak=203.0, record_holder_idx=42, env_step_runtime=1.92 seconds
tournament=408, best_loss=10.92, avg_loss=13.10, champion_idx=96, best_win_streak=204.0, record_holder_idx=42, env_step_runtime=1.79 seconds
tournament=409, best_loss=11.03, avg_loss=13.09, champion_idx=62, best_win_streak=203.0, record_holder_idx=81, env_step_runtime=1.82 seconds
tournament=410, best_loss=11.26, avg_loss=13.17, champion_idx=43, best_win_streak=203.0, record_holder_idx=33, env_step_runtime=1.86 seconds
tournament=411, best_loss=12.04, avg_loss=13.45, champion_idx=124, best_win_streak=204.0, record_holder_idx=33, env_step_runtime=1.78 seconds
tournament=412, best_loss=11.70, avg_loss=13.40, champion_idx=74, best_win_streak=204.0, record_holder_idx=52, env_step_runtime=1.95 seconds
tournament=413, best_loss=11.89, avg_loss=13.41, champion_idx=20, best_win_streak=204.0, record_holder_idx=111, env_step_runtime=1.76 seconds
tournament=414, best_loss=11.71, avg_loss=13.61, champion_idx=98, best_win_streak=205.0, record_holder_idx=111, env_step_runtime=1.86 seconds
tournament=415, best_loss=11.41, avg_loss=13.43, champion_idx=84, best_win_streak=203.0, record_holder_idx=29, env_step_runtime=1.77 seconds
tournament=416, best_loss=11.40, avg_loss=12.91, champion_idx=20, best_win_streak=203.0, record_holder_idx=5, env_step_runtime=1.91 seconds
tournament=417, best_loss=11.89, avg_loss=13.85, champion_idx=117, best_win_streak=204.0, record_holder_idx=8, env_step_runtime=1.80 seconds
tournament=418, best_loss=11.53, avg_loss=13.79, champion_idx=111, best_win_streak=205.0, record_holder_idx=8, env_step_runtime=2.02 seconds
tournament=419, best_loss=11.44, avg_loss=13.17, champion_idx=119, best_win_streak=206.0, record_holder_idx=8, env_step_runtime=1.80 seconds
tournament=420, best_loss=12.07, avg_loss=13.78, champion_idx=60, best_win_streak=207.0, record_holder_idx=8, env_step_runtime=2.12 seconds
tournament=421, best_loss=11.57, avg_loss=13.40, champion_idx=33, best_win_streak=207.0, record_holder_idx=21, env_step_runtime=1.80 seconds
tournament=422, best_loss=11.31, avg_loss=13.65, champion_idx=3, best_win_streak=207.0, record_holder_idx=6, env_step_runtime=1.78 seconds
tournament=423, best_loss=11.53, avg_loss=13.49, champion_idx=70, best_win_streak=208.0, record_holder_idx=58, env_step_runtime=1.91 seconds
tournament=424, best_loss=12.19, avg_loss=13.86, champion_idx=64, best_win_streak=208.0, record_holder_idx=16, env_step_runtime=1.78 seconds
tournament=425, best_loss=11.93, avg_loss=13.32, champion_idx=27, best_win_streak=209.0, record_holder_idx=64, env_step_runtime=1.80 seconds
tournament=426, best_loss=11.13, avg_loss=12.98, champion_idx=106, best_win_streak=209.0, record_holder_idx=23, env_step_runtime=1.89 seconds
tournament=427, best_loss=11.88, avg_loss=13.23, champion_idx=45, best_win_streak=210.0, record_holder_idx=23, env_step_runtime=1.80 seconds
tournament=428, best_loss=11.92, avg_loss=13.55, champion_idx=37, best_win_streak=210.0, record_holder_idx=15, env_step_runtime=1.78 seconds
tournament=429, best_loss=11.02, avg_loss=13.30, champion_idx=101, best_win_streak=211.0, record_holder_idx=52, env_step_runtime=1.79 seconds
tournament=430, best_loss=11.24, avg_loss=13.71, champion_idx=92, best_win_streak=212.0, record_holder_idx=57, env_step_runtime=1.78 seconds
tournament=431, best_loss=11.48, avg_loss=13.51, champion_idx=26, best_win_streak=213.0, record_holder_idx=115, env_step_runtime=1.79 seconds
tournament=432, best_loss=12.28, avg_loss=13.72, champion_idx=7, best_win_streak=214.0, record_holder_idx=115, env_step_runtime=2.04 seconds
tournament=433, best_loss=11.21, avg_loss=13.11, champion_idx=23, best_win_streak=215.0, record_holder_idx=115, env_step_runtime=1.78 seconds
tournament=434, best_loss=11.69, avg_loss=13.40, champion_idx=12, best_win_streak=215.0, record_holder_idx=69, env_step_runtime=1.79 seconds
tournament=435, best_loss=11.56, avg_loss=13.47, champion_idx=126, best_win_streak=215.0, record_holder_idx=61, env_step_runtime=1.82 seconds
tournament=436, best_loss=10.94, avg_loss=13.13, champion_idx=34, best_win_streak=216.0, record_holder_idx=124, env_step_runtime=1.92 seconds
tournament=437, best_loss=11.57, avg_loss=12.96, champion_idx=114, best_win_streak=216.0, record_holder_idx=74, env_step_runtime=1.81 seconds
tournament=438, best_loss=11.98, avg_loss=14.01, champion_idx=15, best_win_streak=216.0, record_holder_idx=14, env_step_runtime=1.81 seconds
tournament=439, best_loss=11.17, avg_loss=13.15, champion_idx=11, best_win_streak=217.0, record_holder_idx=14, env_step_runtime=1.80 seconds
tournament=440, best_loss=10.71, avg_loss=12.64, champion_idx=107, best_win_streak=218.0, record_holder_idx=14, env_step_runtime=1.88 seconds
tournament=441, best_loss=11.20, avg_loss=13.24, champion_idx=62, best_win_streak=219.0, record_holder_idx=14, env_step_runtime=1.82 seconds
tournament=442, best_loss=11.50, avg_loss=13.03, champion_idx=112, best_win_streak=220.0, record_holder_idx=14, env_step_runtime=1.81 seconds
tournament=443, best_loss=11.02, avg_loss=12.94, champion_idx=99, best_win_streak=221.0, record_holder_idx=14, env_step_runtime=1.77 seconds
tournament=444, best_loss=11.92, avg_loss=13.71, champion_idx=6, best_win_streak=221.0, record_holder_idx=58, env_step_runtime=2.01 seconds
tournament=445, best_loss=11.79, avg_loss=13.81, champion_idx=99, best_win_streak=222.0, record_holder_idx=58, env_step_runtime=1.79 seconds
tournament=446, best_loss=11.83, avg_loss=13.55, champion_idx=46, best_win_streak=223.0, record_holder_idx=61, env_step_runtime=1.91 seconds
tournament=447, best_loss=11.48, avg_loss=12.92, champion_idx=69, best_win_streak=223.0, record_holder_idx=104, env_step_runtime=1.77 seconds
tournament=448, best_loss=11.54, avg_loss=13.08, champion_idx=28, best_win_streak=223.0, record_holder_idx=90, env_step_runtime=1.77 seconds
tournament=449, best_loss=10.66, avg_loss=12.76, champion_idx=93, best_win_streak=224.0, record_holder_idx=90, env_step_runtime=1.76 seconds
tournament=450, best_loss=11.48, avg_loss=13.43, champion_idx=48, best_win_streak=224.0, record_holder_idx=3, env_step_runtime=1.83 seconds
tournament=451, best_loss=11.30, avg_loss=12.83, champion_idx=31, best_win_streak=225.0, record_holder_idx=95, env_step_runtime=1.79 seconds
tournament=452, best_loss=11.34, avg_loss=13.48, champion_idx=106, best_win_streak=225.0, record_holder_idx=5, env_step_runtime=1.75 seconds
tournament=453, best_loss=11.39, avg_loss=13.09, champion_idx=66, best_win_streak=226.0, record_holder_idx=5, env_step_runtime=2.12 seconds
tournament=454, best_loss=11.10, avg_loss=12.74, champion_idx=74, best_win_streak=227.0, record_holder_idx=5, env_step_runtime=1.77 seconds
tournament=455, best_loss=11.63, avg_loss=13.58, champion_idx=44, best_win_streak=227.0, record_holder_idx=72, env_step_runtime=1.75 seconds
tournament=456, best_loss=10.68, avg_loss=12.75, champion_idx=52, best_win_streak=226.0, record_holder_idx=4, env_step_runtime=1.90 seconds
tournament=457, best_loss=12.02, avg_loss=13.41, champion_idx=121, best_win_streak=227.0, record_holder_idx=17, env_step_runtime=2.00 seconds
tournament=458, best_loss=11.19, avg_loss=13.53, champion_idx=40, best_win_streak=228.0, record_holder_idx=39, env_step_runtime=1.88 seconds
tournament=459, best_loss=11.76, avg_loss=13.30, champion_idx=100, best_win_streak=229.0, record_holder_idx=39, env_step_runtime=1.73 seconds
tournament=460, best_loss=11.86, avg_loss=13.94, champion_idx=7, best_win_streak=230.0, record_holder_idx=80, env_step_runtime=1.87 seconds
tournament=461, best_loss=11.59, avg_loss=13.29, champion_idx=96, best_win_streak=230.0, record_holder_idx=6, env_step_runtime=1.82 seconds
tournament=462, best_loss=12.63, avg_loss=14.19, champion_idx=37, best_win_streak=231.0, record_holder_idx=6, env_step_runtime=1.77 seconds
tournament=463, best_loss=11.63, avg_loss=13.18, champion_idx=127, best_win_streak=232.0, record_holder_idx=6, env_step_runtime=2.04 seconds
tournament=464, best_loss=11.98, avg_loss=13.65, champion_idx=54, best_win_streak=233.0, record_holder_idx=6, env_step_runtime=1.89 seconds
tournament=465, best_loss=11.80, avg_loss=13.13, champion_idx=27, best_win_streak=234.0, record_holder_idx=6, env_step_runtime=1.90 seconds
tournament=466, best_loss=11.62, avg_loss=13.32, champion_idx=45, best_win_streak=235.0, record_holder_idx=6, env_step_runtime=1.79 seconds
tournament=467, best_loss=11.80, avg_loss=13.61, champion_idx=91, best_win_streak=235.0, record_holder_idx=102, env_step_runtime=1.81 seconds
tournament=468, best_loss=11.50, avg_loss=13.15, champion_idx=111, best_win_streak=236.0, record_holder_idx=102, env_step_runtime=1.78 seconds
tournament=469, best_loss=11.51, avg_loss=13.17, champion_idx=53, best_win_streak=236.0, record_holder_idx=53, env_step_runtime=1.87 seconds
tournament=470, best_loss=12.03, avg_loss=13.72, champion_idx=84, best_win_streak=236.0, record_holder_idx=46, env_step_runtime=1.79 seconds
tournament=471, best_loss=12.09, avg_loss=13.79, champion_idx=21, best_win_streak=237.0, record_holder_idx=79, env_step_runtime=1.99 seconds
tournament=472, best_loss=11.05, avg_loss=12.97, champion_idx=85, best_win_streak=238.0, record_holder_idx=79, env_step_runtime=1.80 seconds
tournament=473, best_loss=11.50, avg_loss=13.41, champion_idx=27, best_win_streak=238.0, record_holder_idx=59, env_step_runtime=1.79 seconds
tournament=474, best_loss=11.26, avg_loss=13.17, champion_idx=48, best_win_streak=239.0, record_holder_idx=59, env_step_runtime=1.81 seconds
tournament=475, best_loss=12.15, avg_loss=13.52, champion_idx=89, best_win_streak=240.0, record_holder_idx=59, env_step_runtime=1.79 seconds
tournament=476, best_loss=11.10, avg_loss=13.25, champion_idx=116, best_win_streak=241.0, record_holder_idx=59, env_step_runtime=1.81 seconds
tournament=477, best_loss=11.59, avg_loss=13.34, champion_idx=95, best_win_streak=241.0, record_holder_idx=43, env_step_runtime=1.77 seconds
tournament=478, best_loss=11.63, avg_loss=13.51, champion_idx=53, best_win_streak=242.0, record_holder_idx=43, env_step_runtime=1.81 seconds
tournament=479, best_loss=11.44, avg_loss=13.49, champion_idx=127, best_win_streak=243.0, record_holder_idx=43, env_step_runtime=1.79 seconds
tournament=480, best_loss=11.68, avg_loss=13.25, champion_idx=123, best_win_streak=243.0, record_holder_idx=51, env_step_runtime=1.88 seconds
tournament=481, best_loss=12.24, avg_loss=13.80, champion_idx=67, best_win_streak=244.0, record_holder_idx=51, env_step_runtime=1.87 seconds
tournament=482, best_loss=11.57, avg_loss=13.48, champion_idx=90, best_win_streak=245.0, record_holder_idx=51, env_step_runtime=1.78 seconds
tournament=483, best_loss=11.58, avg_loss=13.39, champion_idx=50, best_win_streak=246.0, record_holder_idx=51, env_step_runtime=1.88 seconds
tournament=484, best_loss=11.47, avg_loss=13.59, champion_idx=96, best_win_streak=246.0, record_holder_idx=22, env_step_runtime=1.92 seconds
tournament=485, best_loss=11.25, avg_loss=13.45, champion_idx=81, best_win_streak=247.0, record_holder_idx=22, env_step_runtime=1.93 seconds
tournament=486, best_loss=11.74, avg_loss=13.53, champion_idx=98, best_win_streak=246.0, record_holder_idx=7, env_step_runtime=1.90 seconds
tournament=487, best_loss=12.07, avg_loss=13.77, champion_idx=70, best_win_streak=247.0, record_holder_idx=20, env_step_runtime=1.84 seconds
tournament=488, best_loss=11.21, avg_loss=13.21, champion_idx=109, best_win_streak=248.0, record_holder_idx=23, env_step_runtime=1.98 seconds
tournament=489, best_loss=11.80, avg_loss=13.99, champion_idx=113, best_win_streak=249.0, record_holder_idx=23, env_step_runtime=1.82 seconds
tournament=490, best_loss=12.03, avg_loss=13.47, champion_idx=83, best_win_streak=250.0, record_holder_idx=23, env_step_runtime=1.78 seconds
tournament=491, best_loss=11.05, avg_loss=12.76, champion_idx=19, best_win_streak=251.0, record_holder_idx=23, env_step_runtime=1.91 seconds
tournament=492, best_loss=11.57, avg_loss=13.27, champion_idx=40, best_win_streak=251.0, record_holder_idx=84, env_step_runtime=1.86 seconds
tournament=493, best_loss=11.87, avg_loss=13.68, champion_idx=73, best_win_streak=251.0, record_holder_idx=97, env_step_runtime=1.85 seconds
tournament=494, best_loss=11.22, avg_loss=13.03, champion_idx=50, best_win_streak=252.0, record_holder_idx=97, env_step_runtime=1.78 seconds
tournament=495, best_loss=11.84, avg_loss=13.43, champion_idx=37, best_win_streak=252.0, record_holder_idx=37, env_step_runtime=1.77 seconds
tournament=496, best_loss=11.71, avg_loss=12.89, champion_idx=79, best_win_streak=252.0, record_holder_idx=77, env_step_runtime=1.83 seconds
tournament=497, best_loss=11.46, avg_loss=12.98, champion_idx=62, best_win_streak=253.0, record_holder_idx=77, env_step_runtime=1.79 seconds
tournament=498, best_loss=11.89, avg_loss=13.43, champion_idx=72, best_win_streak=253.0, record_holder_idx=37, env_step_runtime=1.87 seconds
tournament=499, best_loss=12.07, avg_loss=13.62, champion_idx=83, best_win_streak=254.0, record_holder_idx=37, env_step_runtime=1.85 seconds
tournament=500, best_loss=10.86, avg_loss=12.64, champion_idx=50, best_win_streak=254.0, record_holder_idx=5, env_step_runtime=1.80 seconds
tournament=501, best_loss=12.38, avg_loss=13.54, champion_idx=122, best_win_streak=255.0, record_holder_idx=123, env_step_runtime=1.78 seconds
tournament=502, best_loss=12.27, avg_loss=13.87, champion_idx=43, best_win_streak=254.0, record_holder_idx=69, env_step_runtime=3.05 seconds
tournament=503, best_loss=12.80, avg_loss=14.39, champion_idx=46, best_win_streak=255.0, record_holder_idx=69, env_step_runtime=1.76 seconds
tournament=504, best_loss=11.72, avg_loss=13.65, champion_idx=100, best_win_streak=256.0, record_holder_idx=69, env_step_runtime=2.24 seconds
tournament=505, best_loss=11.57, avg_loss=13.58, champion_idx=112, best_win_streak=255.0, record_holder_idx=30, env_step_runtime=1.92 seconds
tournament=506, best_loss=11.92, avg_loss=13.69, champion_idx=38, best_win_streak=256.0, record_holder_idx=30, env_step_runtime=1.81 seconds
tournament=507, best_loss=11.48, avg_loss=13.45, champion_idx=41, best_win_streak=257.0, record_holder_idx=58, env_step_runtime=1.77 seconds
tournament=508, best_loss=12.46, avg_loss=13.62, champion_idx=114, best_win_streak=258.0, record_holder_idx=58, env_step_runtime=1.97 seconds
tournament=509, best_loss=11.91, avg_loss=13.40, champion_idx=32, best_win_streak=259.0, record_holder_idx=58, env_step_runtime=1.84 seconds
tournament=510, best_loss=12.87, avg_loss=14.18, champion_idx=43, best_win_streak=259.0, record_holder_idx=77, env_step_runtime=1.91 seconds
tournament=511, best_loss=11.17, avg_loss=12.89, champion_idx=22, best_win_streak=260.0, record_holder_idx=77, env_step_runtime=1.94 seconds
tournament=512, best_loss=10.87, avg_loss=12.65, champion_idx=87, best_win_streak=261.0, record_holder_idx=77, env_step_runtime=1.94 seconds
tournament=513, best_loss=11.81, avg_loss=13.59, champion_idx=52, best_win_streak=262.0, record_holder_idx=77, env_step_runtime=1.89 seconds
tournament=514, best_loss=11.19, avg_loss=13.34, champion_idx=115, best_win_streak=263.0, record_holder_idx=77, env_step_runtime=2.19 seconds
tournament=515, best_loss=11.70, avg_loss=13.27, champion_idx=57, best_win_streak=263.0, record_holder_idx=28, env_step_runtime=1.90 seconds
tournament=516, best_loss=10.84, avg_loss=12.98, champion_idx=81, best_win_streak=263.0, record_holder_idx=58, env_step_runtime=1.96 seconds
tournament=517, best_loss=11.91, avg_loss=13.76, champion_idx=70, best_win_streak=264.0, record_holder_idx=58, env_step_runtime=1.98 seconds
tournament=518, best_loss=11.91, avg_loss=13.44, champion_idx=31, best_win_streak=264.0, record_holder_idx=12, env_step_runtime=2.00 seconds
tournament=519, best_loss=12.02, avg_loss=13.98, champion_idx=96, best_win_streak=265.0, record_holder_idx=12, env_step_runtime=1.77 seconds
tournament=520, best_loss=10.28, avg_loss=12.75, champion_idx=94, best_win_streak=266.0, record_holder_idx=12, env_step_runtime=2.07 seconds
tournament=521, best_loss=11.44, avg_loss=12.98, champion_idx=119, best_win_streak=264.0, record_holder_idx=87, env_step_runtime=1.86 seconds
tournament=522, best_loss=11.57, avg_loss=13.54, champion_idx=83, best_win_streak=264.0, record_holder_idx=89, env_step_runtime=1.96 seconds
tournament=523, best_loss=11.36, avg_loss=12.54, champion_idx=45, best_win_streak=264.0, record_holder_idx=61, env_step_runtime=1.94 seconds
tournament=524, best_loss=11.08, avg_loss=13.06, champion_idx=94, best_win_streak=265.0, record_holder_idx=90, env_step_runtime=2.00 seconds
tournament=525, best_loss=11.56, avg_loss=13.23, champion_idx=89, best_win_streak=266.0, record_holder_idx=90, env_step_runtime=2.05 seconds
tournament=526, best_loss=10.74, avg_loss=12.53, champion_idx=117, best_win_streak=266.0, record_holder_idx=61, env_step_runtime=1.80 seconds
tournament=527, best_loss=11.51, avg_loss=13.19, champion_idx=126, best_win_streak=267.0, record_holder_idx=73, env_step_runtime=1.96 seconds
tournament=528, best_loss=11.58, avg_loss=13.65, champion_idx=124, best_win_streak=267.0, record_holder_idx=76, env_step_runtime=2.20 seconds
tournament=529, best_loss=11.57, avg_loss=12.97, champion_idx=2, best_win_streak=268.0, record_holder_idx=76, env_step_runtime=1.84 seconds
tournament=530, best_loss=11.42, avg_loss=13.47, champion_idx=12, best_win_streak=267.0, record_holder_idx=18, env_step_runtime=1.94 seconds
tournament=531, best_loss=10.42, avg_loss=12.56, champion_idx=78, best_win_streak=267.0, record_holder_idx=5, env_step_runtime=1.94 seconds
tournament=532, best_loss=10.79, avg_loss=13.01, champion_idx=116, best_win_streak=268.0, record_holder_idx=5, env_step_runtime=1.81 seconds
tournament=533, best_loss=11.29, avg_loss=12.77, champion_idx=94, best_win_streak=269.0, record_holder_idx=5, env_step_runtime=1.91 seconds
tournament=534, best_loss=11.90, avg_loss=13.50, champion_idx=28, best_win_streak=270.0, record_holder_idx=5, env_step_runtime=2.10 seconds
tournament=535, best_loss=11.91, avg_loss=13.48, champion_idx=79, best_win_streak=271.0, record_holder_idx=67, env_step_runtime=2.00 seconds
tournament=536, best_loss=11.55, avg_loss=13.13, champion_idx=15, best_win_streak=272.0, record_holder_idx=67, env_step_runtime=2.00 seconds
tournament=537, best_loss=10.93, avg_loss=12.89, champion_idx=77, best_win_streak=271.0, record_holder_idx=26, env_step_runtime=1.98 seconds
tournament=538, best_loss=11.65, avg_loss=13.39, champion_idx=16, best_win_streak=270.0, record_holder_idx=38, env_step_runtime=1.87 seconds
tournament=539, best_loss=12.73, avg_loss=14.29, champion_idx=89, best_win_streak=271.0, record_holder_idx=98, env_step_runtime=1.74 seconds
tournament=540, best_loss=11.80, avg_loss=14.03, champion_idx=72, best_win_streak=272.0, record_holder_idx=98, env_step_runtime=1.99 seconds
tournament=541, best_loss=11.84, avg_loss=13.50, champion_idx=5, best_win_streak=273.0, record_holder_idx=98, env_step_runtime=1.99 seconds
tournament=542, best_loss=11.34, avg_loss=13.36, champion_idx=24, best_win_streak=273.0, record_holder_idx=37, env_step_runtime=1.92 seconds
tournament=543, best_loss=11.41, avg_loss=13.95, champion_idx=44, best_win_streak=273.0, record_holder_idx=16, env_step_runtime=1.90 seconds
tournament=544, best_loss=11.29, avg_loss=13.10, champion_idx=27, best_win_streak=274.0, record_holder_idx=99, env_step_runtime=1.93 seconds
tournament=545, best_loss=11.95, avg_loss=14.10, champion_idx=40, best_win_streak=274.0, record_holder_idx=86, env_step_runtime=1.91 seconds
tournament=546, best_loss=11.79, avg_loss=13.49, champion_idx=71, best_win_streak=275.0, record_holder_idx=86, env_step_runtime=1.96 seconds
tournament=547, best_loss=11.77, avg_loss=13.37, champion_idx=92, best_win_streak=276.0, record_holder_idx=86, env_step_runtime=1.96 seconds
tournament=548, best_loss=11.17, avg_loss=13.04, champion_idx=95, best_win_streak=276.0, record_holder_idx=11, env_step_runtime=1.95 seconds
tournament=549, best_loss=11.90, avg_loss=13.85, champion_idx=67, best_win_streak=277.0, record_holder_idx=63, env_step_runtime=1.79 seconds
tournament=550, best_loss=11.12, avg_loss=13.92, champion_idx=114, best_win_streak=277.0, record_holder_idx=37, env_step_runtime=1.99 seconds
tournament=551, best_loss=11.26, avg_loss=12.96, champion_idx=117, best_win_streak=278.0, record_holder_idx=92, env_step_runtime=1.99 seconds
tournament=552, best_loss=12.03, avg_loss=13.71, champion_idx=58, best_win_streak=278.0, record_holder_idx=10, env_step_runtime=1.91 seconds
tournament=553, best_loss=11.84, avg_loss=13.56, champion_idx=102, best_win_streak=278.0, record_holder_idx=96, env_step_runtime=1.96 seconds
tournament=554, best_loss=11.91, avg_loss=13.48, champion_idx=73, best_win_streak=278.0, record_holder_idx=46, env_step_runtime=1.73 seconds
tournament=555, best_loss=11.31, avg_loss=12.97, champion_idx=9, best_win_streak=279.0, record_holder_idx=72, env_step_runtime=1.96 seconds
tournament=556, best_loss=11.37, avg_loss=13.34, champion_idx=14, best_win_streak=279.0, record_holder_idx=26, env_step_runtime=2.00 seconds
tournament=557, best_loss=11.78, avg_loss=13.49, champion_idx=86, best_win_streak=279.0, record_holder_idx=7, env_step_runtime=1.94 seconds
tournament=558, best_loss=11.22, avg_loss=12.85, champion_idx=10, best_win_streak=280.0, record_holder_idx=7, env_step_runtime=1.95 seconds
tournament=559, best_loss=11.51, avg_loss=13.28, champion_idx=4, best_win_streak=281.0, record_holder_idx=7, env_step_runtime=2.05 seconds
tournament=560, best_loss=11.07, avg_loss=13.08, champion_idx=99, best_win_streak=282.0, record_holder_idx=22, env_step_runtime=1.95 seconds
tournament=561, best_loss=11.59, avg_loss=13.32, champion_idx=4, best_win_streak=281.0, record_holder_idx=6, env_step_runtime=1.94 seconds
tournament=562, best_loss=11.82, avg_loss=13.81, champion_idx=22, best_win_streak=282.0, record_holder_idx=105, env_step_runtime=1.89 seconds
tournament=563, best_loss=10.59, avg_loss=12.95, champion_idx=41, best_win_streak=282.0, record_holder_idx=10, env_step_runtime=1.74 seconds
tournament=564, best_loss=11.87, avg_loss=13.19, champion_idx=9, best_win_streak=283.0, record_holder_idx=10, env_step_runtime=1.75 seconds
tournament=565, best_loss=12.78, avg_loss=14.35, champion_idx=50, best_win_streak=284.0, record_holder_idx=109, env_step_runtime=2.08 seconds
tournament=566, best_loss=11.84, avg_loss=13.60, champion_idx=21, best_win_streak=284.0, record_holder_idx=44, env_step_runtime=2.02 seconds
tournament=567, best_loss=11.94, avg_loss=13.55, champion_idx=9, best_win_streak=285.0, record_holder_idx=114, env_step_runtime=1.99 seconds
tournament=568, best_loss=11.51, avg_loss=12.92, champion_idx=124, best_win_streak=285.0, record_holder_idx=29, env_step_runtime=1.98 seconds
tournament=569, best_loss=11.46, avg_loss=13.47, champion_idx=2, best_win_streak=286.0, record_holder_idx=29, env_step_runtime=1.96 seconds
tournament=570, best_loss=11.73, avg_loss=13.56, champion_idx=15, best_win_streak=287.0, record_holder_idx=29, env_step_runtime=1.76 seconds
tournament=571, best_loss=12.08, avg_loss=13.62, champion_idx=5, best_win_streak=288.0, record_holder_idx=29, env_step_runtime=1.89 seconds
tournament=572, best_loss=11.79, avg_loss=13.50, champion_idx=61, best_win_streak=288.0, record_holder_idx=22, env_step_runtime=1.75 seconds
tournament=573, best_loss=11.77, avg_loss=13.65, champion_idx=42, best_win_streak=288.0, record_holder_idx=43, env_step_runtime=1.86 seconds
tournament=574, best_loss=12.39, avg_loss=13.93, champion_idx=5, best_win_streak=289.0, record_holder_idx=97, env_step_runtime=1.83 seconds
tournament=575, best_loss=12.03, avg_loss=13.55, champion_idx=71, best_win_streak=289.0, record_holder_idx=24, env_step_runtime=1.96 seconds
tournament=576, best_loss=11.70, avg_loss=13.57, champion_idx=29, best_win_streak=290.0, record_holder_idx=24, env_step_runtime=1.87 seconds
tournament=577, best_loss=11.27, avg_loss=13.40, champion_idx=14, best_win_streak=291.0, record_holder_idx=24, env_step_runtime=1.92 seconds
tournament=578, best_loss=11.09, avg_loss=12.99, champion_idx=0, best_win_streak=292.0, record_holder_idx=24, env_step_runtime=1.81 seconds
tournament=579, best_loss=11.13, avg_loss=12.53, champion_idx=126, best_win_streak=293.0, record_holder_idx=24, env_step_runtime=1.82 seconds
tournament=580, best_loss=11.47, avg_loss=13.44, champion_idx=117, best_win_streak=293.0, record_holder_idx=35, env_step_runtime=1.95 seconds
tournament=581, best_loss=11.53, avg_loss=13.25, champion_idx=13, best_win_streak=293.0, record_holder_idx=11, env_step_runtime=1.99 seconds
tournament=582, best_loss=11.88, avg_loss=13.46, champion_idx=106, best_win_streak=294.0, record_holder_idx=11, env_step_runtime=1.76 seconds
tournament=583, best_loss=11.21, avg_loss=13.26, champion_idx=110, best_win_streak=295.0, record_holder_idx=42, env_step_runtime=2.01 seconds
tournament=584, best_loss=12.29, avg_loss=14.13, champion_idx=97, best_win_streak=296.0, record_holder_idx=42, env_step_runtime=1.80 seconds
tournament=585, best_loss=11.65, avg_loss=13.65, champion_idx=101, best_win_streak=297.0, record_holder_idx=42, env_step_runtime=1.87 seconds
tournament=586, best_loss=11.60, avg_loss=13.17, champion_idx=117, best_win_streak=298.0, record_holder_idx=42, env_step_runtime=1.75 seconds
tournament=587, best_loss=12.38, avg_loss=14.02, champion_idx=66, best_win_streak=299.0, record_holder_idx=42, env_step_runtime=1.99 seconds
tournament=588, best_loss=12.09, avg_loss=13.51, champion_idx=110, best_win_streak=300.0, record_holder_idx=42, env_step_runtime=1.94 seconds
tournament=589, best_loss=12.10, avg_loss=13.61, champion_idx=45, best_win_streak=300.0, record_holder_idx=23, env_step_runtime=1.84 seconds
tournament=590, best_loss=11.94, avg_loss=13.58, champion_idx=4, best_win_streak=296.0, record_holder_idx=10, env_step_runtime=1.89 seconds
tournament=591, best_loss=11.72, avg_loss=13.05, champion_idx=1, best_win_streak=297.0, record_holder_idx=84, env_step_runtime=1.87 seconds
tournament=592, best_loss=12.03, avg_loss=13.61, champion_idx=53, best_win_streak=298.0, record_holder_idx=84, env_step_runtime=1.98 seconds
tournament=593, best_loss=11.93, avg_loss=13.50, champion_idx=119, best_win_streak=299.0, record_holder_idx=84, env_step_runtime=1.92 seconds
tournament=594, best_loss=11.92, avg_loss=14.03, champion_idx=28, best_win_streak=300.0, record_holder_idx=84, env_step_runtime=1.96 seconds
tournament=595, best_loss=11.64, avg_loss=13.69, champion_idx=14, best_win_streak=300.0, record_holder_idx=62, env_step_runtime=1.82 seconds
tournament=596, best_loss=12.18, avg_loss=13.39, champion_idx=101, best_win_streak=300.0, record_holder_idx=77, env_step_runtime=1.98 seconds
tournament=597, best_loss=11.55, avg_loss=13.23, champion_idx=30, best_win_streak=301.0, record_holder_idx=77, env_step_runtime=1.95 seconds
